,WaferNo,BatchNo,TestDate,ChipID,Model,PFcode,MfgStep,Ith,Vf,Pwr,PwrEOL,SlopeEff,RollingFactor,Vkink,IforVkink,DiffR,Iop2,Pop2,Vop2,ModeECLwave,WLRange,IthRange,SpecChange,LargeIthChange,Warning
17966,18422280,5006000,09/10/15,FJ596,G3188-001-108,0:04:04,1,43.3,1.3019999999999998,27.8,31.9,0.17,25.12%,1.317,261.7,1.865,0.0,0.0,0.0,1562.5,8.0,1.0,True,False,True
17967,18422280,5006000,09/11/15,FJ596,G3188-001-108,0:09:4:4,1,44.2,1.183,11.8,24.9,0.138,-36.29%,1.229,208.0,1.9,0.0,0.0,0.0,1557.2,8.0,1.0,True,False,True
17968,18422280,5006000,09/11/15,FJ596,G3188-001-108,0:8:4:4,1,44.3,1.297,30.5,36.3,0.18899999999999997,21.61%,0.0,0.0,1.834,0.0,0.0,0.0,1554.5,8.0,1.0,True,False,True
17755,18422280,5005000,09/13/15,FC636,G3188-001-108,0:08,1,27.7,1.273,44.4,52.3,0.251,20.92%,1.281,250.7,1.837,0.0,0.0,0.0,1547.8,14.100000000000136,1.6999999999999993,True,False,True
17756,18422280,5005000,09/14/15,FC636,G3188-001-108,0:09:04,1,29.4,1.1909999999999998,43.2,37.5,0.249,42.51%,1.264,240.1,1.8519999999999999,0.0,0.0,0.0,1561.9,14.100000000000136,1.6999999999999993,True,False,True
18240,18422280,4998000,09/12/15,FY077,G3188-001-108,0:08,1,38.8,1.287,36.7,45.0,0.218,17.43%,0.0,0.0,1.838,0.0,0.0,0.0,1554.4,7.599999999999909,1.4000000000000057,True,False,True
18241,18422280,4998000,09/14/15,FY077,G3188-001-108,0:04:04,1,40.2,1.2919999999999998,33.5,40.1,0.201,20.29%,0.0,0.0,1.839,0.0,0.0,0.0,1562.0,7.599999999999909,1.4000000000000057,True,False,True
18251,18422280,4998000,09/12/15,FY091,G3188-001-108,0:08,1,35.8,1.26,36.3,44.7,0.214,17.52%,0.0,0.0,1.7530000000000001,0.0,0.0,0.0,1544.2,24.59999999999991,1.5,True,False,True
18252,18422280,4998000,09/14/15,FY091,G3188-001-108,0:04,1,37.3,1.265,35.5,42.8,0.212,19.43%,0.0,0.0,1.751,0.0,0.0,0.0,1568.8,24.59999999999991,1.5,True,False,True
18210,18422280,4996000,09/14/15,FW140,G3188-001-108,0:05:04,1,45.4,1.2819999999999998,34.3,44.3,0.223,12.86%,0.0,0.0,1.804,0.0,0.0,0.0,1564.7,15.799999999999955,1.8999999999999986,True,False,True
18211,18422280,4996000,09/14/15,FW140,G3188-001-108,0:08:05,1,45.4,1.2819999999999998,35.8,46.7,0.233,11.22%,0.0,0.0,1.804,0.0,0.0,0.0,1548.9,15.799999999999955,1.8999999999999986,True,False,True
18212,18422280,4996000,09/17/15,FW140,G3188-001-108,0:5:4:4,1,47.3,1.301,33.1,42.4,0.218,13.30%,0.0,0.0,1.858,0.0,0.0,0.0,1563.8,15.799999999999955,1.8999999999999986,True,False,True
18482,18423280,6091000,02/06/16,EN609,G3188-001-108,0:05:04,1,45.4,1.1909999999999998,34.9,43.9,0.22699999999999998,14.63%,0.0,0.0,1.389,0.0,0.0,0.0,1560.2,13.200000000000045,0.10000000000000142,True,False,True
18483,18423280,6091000,02/19/16,EN609,G3188-001-108,0:08:05,1,45.5,1.2109999999999999,36.5,46.4,0.237,14.14%,0.0,0.0,1.4780000000000002,0.0,0.0,0.0,1547.0,13.200000000000045,0.10000000000000142,True,False,True
374473,18423280,6091000,02/06/16,EN609,G3188-001-108,0:05:04,1,45.4,1.1909999999999998,34.9,43.9,0.22699999999999998,14.63%,0.0,0.0,1.389,0.0,0.0,0.0,1560.2,13.200000000000045,0.10000000000000142,True,False,True
374474,18423280,6091000,02/19/16,EN609,G3188-001-108,0:08:05,1,45.5,1.2109999999999999,36.5,46.4,0.237,14.14%,0.0,0.0,1.4780000000000002,0.0,0.0,0.0,1547.0,13.200000000000045,0.10000000000000142,True,False,True
18687,18423280,6091000,02/06/16,EU114,G3188-001-108,0:5:4:4,1,46.4,1.244,33.2,41.5,0.217,15.77%,0.0,0.0,1.617,0.0,0.0,0.0,1570.5,21.0,0.29999999999999716,True,False,True
18688,18423280,6091000,02/17/16,EU114,G3188-001-108,0:8:5:4:4,1,46.1,1.237,33.9,40.7,0.21899999999999997,21.18%,0.0,0.0,1.604,0.0,0.0,0.0,1549.5,21.0,0.29999999999999716,True,False,True
374678,18423280,6091000,02/06/16,EU114,G3188-001-108,0:5:4:4,1,46.4,1.244,33.2,41.5,0.217,15.77%,0.0,0.0,1.617,0.0,0.0,0.0,1570.5,21.0,0.29999999999999716,True,False,True
374679,18423280,6091000,02/17/16,EU114,G3188-001-108,0:8:5:4:4,1,46.1,1.237,33.9,40.7,0.21899999999999997,21.18%,0.0,0.0,1.604,0.0,0.0,0.0,1549.5,21.0,0.29999999999999716,True,False,True
18513,18423280,6092000,02/07/16,EN655,G3188-001-108,0:09,1,29.0,1.2229999999999999,47.2,56.3,0.268,19.67%,1.217,244.7,1.655,0.0,0.0,0.0,1558.5,4.7999999999999545,1.5,True,False,True
18514,18423280,6092000,02/09/16,EN655,G3188-001-108,0:08,1,30.5,1.258,48.6,58.5,0.278,18.40%,1.264,251.2,1.79,0.0,0.0,0.0,1553.7,4.7999999999999545,1.5,True,False,True
374504,18423280,6092000,02/07/16,EN655,G3188-001-108,0:09,1,29.0,1.2229999999999999,47.2,56.3,0.268,19.67%,1.217,244.7,1.655,0.0,0.0,0.0,1558.5,4.7999999999999545,1.5,True,False,True
374505,18423280,6092000,02/09/16,EN655,G3188-001-108,0:08,1,30.5,1.258,48.6,58.5,0.278,18.40%,1.264,251.2,1.79,0.0,0.0,0.0,1553.7,4.7999999999999545,1.5,True,False,True
18517,18423280,6092000,02/07/16,EN659,G3188-001-108,0:09,1,32.7,1.228,45.2,52.0,0.253,24.94%,1.222,246.4,1.68,0.0,0.0,0.0,1557.6,4.899999999999864,1.2999999999999972,True,False,True
18518,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,33.5,1.248,43.4,51.9,0.249,19.85%,0.0,0.0,1.736,0.0,0.0,0.0,1554.4,4.899999999999864,1.2999999999999972,True,False,True
18519,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,33.6,1.249,43.6,52.3,0.25,19.36%,0.0,0.0,1.735,0.0,0.0,0.0,1554.1,4.899999999999864,1.2999999999999972,True,False,True
18520,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,34.0,1.249,44.7,54.3,0.261,17.38%,0.0,0.0,1.7269999999999999,0.0,0.0,0.0,1552.7,4.899999999999864,1.2999999999999972,True,False,True
18521,18423280,6092000,02/13/16,EN659,G3188-001-108,0:09,1,33.4,1.213,41.5,48.3,0.235,23.34%,1.21,248.0,1.5959999999999999,0.0,0.0,0.0,1555.7,4.899999999999864,1.2999999999999972,True,False,True
18522,18423280,6092000,02/13/16,EN659,G3188-001-108,0:09,1,33.1,1.217,42.3,49.1,0.242,22.00%,1.215,248.1,1.609,0.0,0.0,0.0,1557.0,4.899999999999864,1.2999999999999972,True,False,True
374508,18423280,6092000,02/07/16,EN659,G3188-001-108,0:09,1,32.7,1.228,45.2,52.0,0.253,24.94%,1.222,246.4,1.68,0.0,0.0,0.0,1557.6,4.899999999999864,1.2999999999999972,True,False,True
374509,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,33.5,1.248,43.4,51.9,0.249,19.85%,0.0,0.0,1.736,0.0,0.0,0.0,1554.4,4.899999999999864,1.2999999999999972,True,False,True
374510,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,33.6,1.249,43.6,52.3,0.25,19.36%,0.0,0.0,1.735,0.0,0.0,0.0,1554.1,4.899999999999864,1.2999999999999972,True,False,True
374511,18423280,6092000,02/09/16,EN659,G3188-001-108,0:08,1,34.0,1.249,44.7,54.3,0.261,17.38%,0.0,0.0,1.7269999999999999,0.0,0.0,0.0,1552.7,4.899999999999864,1.2999999999999972,True,False,True
374512,18423280,6092000,02/13/16,EN659,G3188-001-108,0:09,1,33.4,1.213,41.5,48.3,0.235,23.34%,1.21,248.0,1.5959999999999999,0.0,0.0,0.0,1555.7,4.899999999999864,1.2999999999999972,True,False,True
374513,18423280,6092000,02/13/16,EN659,G3188-001-108,0:09,1,33.1,1.217,42.3,49.1,0.242,22.00%,1.215,248.1,1.609,0.0,0.0,0.0,1557.0,4.899999999999864,1.2999999999999972,True,False,True
18532,18423280,6092000,02/07/16,ES084,G3188-001-108,0:09,1,36.6,1.194,40.0,47.5,0.23399999999999999,20.91%,1.187,243.0,1.49,0.0,0.0,0.0,1555.7,5.600000000000136,0.7000000000000028,True,False,True
18533,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.8,1.224,41.5,50.0,0.243,18.91%,1.2309999999999999,252.9,1.614,0.0,0.0,0.0,1551.3,5.600000000000136,0.7000000000000028,True,False,True
18534,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.5,1.228,40.8,49.1,0.239,19.15%,1.234,251.3,1.6340000000000001,0.0,0.0,0.0,1554.2,5.600000000000136,0.7000000000000028,True,False,True
18535,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.6,1.226,41.2,49.8,0.24100000000000002,18.65%,1.235,254.6,1.6230000000000002,0.0,0.0,0.0,1553.6,5.600000000000136,0.7000000000000028,True,False,True
18536,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08:09,1,37.2,1.224,41.5,49.9,0.244,19.43%,1.227,247.9,1.6130000000000002,0.0,0.0,0.0,1550.1,5.600000000000136,0.7000000000000028,True,False,True
374523,18423280,6092000,02/07/16,ES084,G3188-001-108,0:09,1,36.6,1.194,40.0,47.5,0.23399999999999999,20.91%,1.187,243.0,1.49,0.0,0.0,0.0,1555.7,5.600000000000136,0.7000000000000028,True,False,True
374524,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.8,1.224,41.5,50.0,0.243,18.91%,1.2309999999999999,252.9,1.614,0.0,0.0,0.0,1551.3,5.600000000000136,0.7000000000000028,True,False,True
374525,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.5,1.228,40.8,49.1,0.239,19.15%,1.234,251.3,1.6340000000000001,0.0,0.0,0.0,1554.2,5.600000000000136,0.7000000000000028,True,False,True
374526,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08,1,36.6,1.226,41.2,49.8,0.24100000000000002,18.65%,1.235,254.6,1.6230000000000002,0.0,0.0,0.0,1553.6,5.600000000000136,0.7000000000000028,True,False,True
374527,18423280,6092000,02/09/16,ES084,G3188-001-108,0:08:09,1,37.2,1.224,41.5,49.9,0.244,19.43%,1.227,247.9,1.6130000000000002,0.0,0.0,0.0,1550.1,5.600000000000136,0.7000000000000028,True,False,True
18739,18423280,6092000,02/06/16,EV664,G3188-001-108,0:04,1,40.3,1.198,35.3,42.6,0.21100000000000002,19.04%,1.206,261.4,1.472,0.0,0.0,0.0,1559.2,6.900000000000091,0.8000000000000043,True,False,True
18740,18423280,6092000,02/09/16,EV664,G3188-001-108,0:08,1,40.8,1.228,36.7,45.0,0.223,17.77%,0.0,0.0,1.598,0.0,0.0,0.0,1553.0,6.900000000000091,0.8000000000000043,True,False,True
18741,18423280,6092000,02/09/16,EV664,G3188-001-108,0:08,1,41.1,1.2309999999999999,36.7,45.3,0.225,17.51%,0.0,0.0,1.604,0.0,0.0,0.0,1552.3,6.900000000000091,0.8000000000000043,True,False,True
374730,18423280,6092000,02/06/16,EV664,G3188-001-108,0:04,1,40.3,1.198,35.3,42.6,0.21100000000000002,19.04%,1.206,261.4,1.472,0.0,0.0,0.0,1559.2,6.900000000000091,0.8000000000000043,True,False,True
374731,18423280,6092000,02/09/16,EV664,G3188-001-108,0:08,1,40.8,1.228,36.7,45.0,0.223,17.77%,0.0,0.0,1.598,0.0,0.0,0.0,1553.0,6.900000000000091,0.8000000000000043,True,False,True
374732,18423280,6092000,02/09/16,EV664,G3188-001-108,0:08,1,41.1,1.2309999999999999,36.7,45.3,0.225,17.51%,0.0,0.0,1.604,0.0,0.0,0.0,1552.3,6.900000000000091,0.8000000000000043,True,False,True
18744,18423280,6092000,02/06/16,EV667,G3188-001-108,0:8:4:4,1,42.1,1.198,34.3,41.4,0.20800000000000002,19.64%,0.0,0.0,1.46,0.0,0.0,0.0,1554.0,1.400000000000091,0.10000000000000142,True,False,True
18745,18423280,6092000,02/09/16,EV667,G3188-001-108,0:04:04,1,42.2,1.199,34.6,41.3,0.21,19.57%,0.0,0.0,1.4780000000000002,0.0,0.0,0.0,1555.4,1.400000000000091,0.10000000000000142,True,False,True
374735,18423280,6092000,02/06/16,EV667,G3188-001-108,0:8:4:4,1,42.1,1.198,34.3,41.4,0.20800000000000002,19.64%,0.0,0.0,1.46,0.0,0.0,0.0,1554.0,1.400000000000091,0.10000000000000142,True,False,True
374736,18423280,6092000,02/09/16,EV667,G3188-001-108,0:04:04,1,42.2,1.199,34.6,41.3,0.21,19.57%,0.0,0.0,1.4780000000000002,0.0,0.0,0.0,1555.4,1.400000000000091,0.10000000000000142,True,False,True
18830,18423280,6092000,02/07/16,EX650,G3188-001-108,0:04,1,44.8,1.205,34.3,43.1,0.218,15.86%,0.0,0.0,1.464,0.0,0.0,0.0,1559.1,5.199999999999818,1.6000000000000014,True,False,True
18831,18423280,6092000,02/18/16,EX650,G3188-001-108,0:8:5:4:4,1,46.4,1.203,33.5,42.7,0.218,13.44%,0.0,0.0,1.46,0.0,0.0,0.0,1553.9,5.199999999999818,1.6000000000000014,True,False,True
374821,18423280,6092000,02/07/16,EX650,G3188-001-108,0:04,1,44.8,1.205,34.3,43.1,0.218,15.86%,0.0,0.0,1.464,0.0,0.0,0.0,1559.1,5.199999999999818,1.6000000000000014,True,False,True
374822,18423280,6092000,02/18/16,EX650,G3188-001-108,0:8:5:4:4,1,46.4,1.203,33.5,42.7,0.218,13.44%,0.0,0.0,1.46,0.0,0.0,0.0,1553.9,5.199999999999818,1.6000000000000014,True,False,True
18937,18423280,6092000,02/06/16,FC652,G3188-001-108,0:5:4:4,1,50.3,1.2590000000000001,32.9,42.5,0.223,12.46%,0.0,0.0,1.66,0.0,0.0,0.0,1556.3,1.599999999999909,0.4000000000000057,True,False,True
18938,18423280,6092000,02/09/16,FC652,G3188-001-108,0:8:5:4:4,1,50.7,1.253,32.7,42.6,0.222,12.21%,0.0,0.0,1.6380000000000001,0.0,0.0,0.0,1554.7,1.599999999999909,0.4000000000000057,True,False,True
374928,18423280,6092000,02/06/16,FC652,G3188-001-108,0:5:4:4,1,50.3,1.2590000000000001,32.9,42.5,0.223,12.46%,0.0,0.0,1.66,0.0,0.0,0.0,1556.3,1.599999999999909,0.4000000000000057,True,False,True
374929,18423280,6092000,02/09/16,FC652,G3188-001-108,0:8:5:4:4,1,50.7,1.253,32.7,42.6,0.222,12.21%,0.0,0.0,1.6380000000000001,0.0,0.0,0.0,1554.7,1.599999999999909,0.4000000000000057,True,False,True
18972,18423280,6092000,02/07/16,FE099,G3188-001-108,0:08:05,1,47.0,1.2409999999999999,35.8,45.2,0.235,15.68%,0.0,0.0,1.587,0.0,0.0,0.0,1553.3,4.5,1.7999999999999972,True,False,True
18973,18423280,6092000,02/07/16,FE099,G3188-001-108,0:05:04,1,48.8,1.245,33.5,43.7,0.225,12.48%,0.0,0.0,1.6030000000000002,0.0,0.0,0.0,1557.8,4.5,1.7999999999999972,True,False,True
374963,18423280,6092000,02/07/16,FE099,G3188-001-108,0:08:05,1,47.0,1.2409999999999999,35.8,45.2,0.235,15.68%,0.0,0.0,1.587,0.0,0.0,0.0,1553.3,4.5,1.7999999999999972,True,False,True
374964,18423280,6092000,02/07/16,FE099,G3188-001-108,0:05:04,1,48.8,1.245,33.5,43.7,0.225,12.48%,0.0,0.0,1.6030000000000002,0.0,0.0,0.0,1557.8,4.5,1.7999999999999972,True,False,True
19283,18423280,6092000,02/07/16,FX603,G3188-001-108,0:8:5:4:4,1,48.8,1.274,34.1,42.8,0.22699999999999998,16.23%,0.0,0.0,1.7180000000000002,0.0,0.0,0.0,1550.9,6.599999999999909,0.8000000000000043,True,False,True
19284,18423280,6092000,02/09/16,FX603,G3188-001-108,0:05:04,1,49.6,1.284,33.3,44.1,0.22699999999999998,9.92%,0.0,0.0,1.754,0.0,0.0,0.0,1557.5,6.599999999999909,0.8000000000000043,True,False,True
375272,18423280,6092000,02/07/16,FX603,G3188-001-108,0:8:5:4:4,1,48.8,1.274,34.1,42.8,0.22699999999999998,16.23%,0.0,0.0,1.7180000000000002,0.0,0.0,0.0,1550.9,6.599999999999909,0.8000000000000043,True,False,True
375273,18423280,6092000,02/09/16,FX603,G3188-001-108,0:05:04,1,49.6,1.284,33.3,44.1,0.22699999999999998,9.92%,0.0,0.0,1.754,0.0,0.0,0.0,1557.5,6.599999999999909,0.8000000000000043,True,False,True
19289,18423280,6092000,02/07/16,FX610,G3188-001-108,0:8:5:4:4,1,48.3,1.2990000000000002,32.7,40.1,0.215,19.22%,0.0,0.0,1.83,0.0,0.0,0.0,1554.5,1.599999999999909,0.9000000000000057,True,False,True
19290,18423280,6092000,02/18/16,FX610,G3188-001-108,0:5:4:4,1,49.2,1.2930000000000001,32.0,41.1,0.214,13.56%,0.0,0.0,1.8,0.0,0.0,0.0,1556.1,1.599999999999909,0.9000000000000057,True,False,True
375278,18423280,6092000,02/07/16,FX610,G3188-001-108,0:8:5:4:4,1,48.3,1.2990000000000002,32.7,40.1,0.215,19.22%,0.0,0.0,1.83,0.0,0.0,0.0,1554.5,1.599999999999909,0.9000000000000057,True,False,True
375279,18423280,6092000,02/18/16,FX610,G3188-001-108,0:5:4:4,1,49.2,1.2930000000000001,32.0,41.1,0.214,13.56%,0.0,0.0,1.8,0.0,0.0,0.0,1556.1,1.599999999999909,0.9000000000000057,True,False,True
19703,18424280,5009000,10/09/15,FH112,G3188-001-108,0:8:5:4,1,48.3,1.3159999999999998,34.8,43.2,0.231,17.26%,0.0,0.0,1.88,0.0,0.0,0.0,1542.1,23.800000000000182,1.3999999999999986,True,False,True
19704,18424280,5009000,10/10/15,FH112,G3188-001-108,0:5:4:4,1,46.9,1.275,33.3,41.8,0.218,15.75%,0.0,0.0,1.714,0.0,0.0,0.0,1565.9,23.800000000000182,1.3999999999999986,True,False,True
19969,18424280,5009000,10/09/15,HJ626,G3188-001-108,0:8:5:4:4,1,47.1,1.2690000000000001,30.3,38.7,0.19699999999999998,14.14%,0.0,0.0,1.7380000000000002,0.0,0.0,0.0,1554.0,9.0,0.19999999999999574,True,False,True
19970,18424280,5009000,10/10/15,HJ626,G3188-001-108,0:5:4:4,1,47.3,1.229,27.4,34.7,0.17800000000000002,15.18%,0.0,0.0,1.5719999999999998,0.0,0.0,0.0,1563.0,9.0,0.19999999999999574,True,False,True
19474,18424280,5008000,10/09/15,EW149,G3188-001-108,0:08,1,39.9,1.271,37.0,46.8,0.23199999999999998,13.83%,0.0,0.0,1.7209999999999999,0.0,0.0,0.0,1554.2,1.8999999999998636,0.6000000000000014,True,False,True
19475,18424280,5008000,12/23/15,EW149,G3188-001-108,0:04:04,1,39.3,1.255,33.2,38.7,0.213,29.30%,0.0,0.0,1.659,0.0,0.0,0.0,1556.1,1.8999999999998636,0.6000000000000014,True,False,True
19607,18424280,5008000,10/09/15,FC585,G3188-001-108,0:08,1,37.6,1.25,38.7,48.8,0.239,14.04%,0.0,0.0,1.633,0.0,0.0,0.0,1553.0,5.599999999999909,0.10000000000000142,True,False,True
19608,18424280,5008000,12/23/15,FC585,G3188-001-108,0:04:04,1,37.5,1.24,33.5,39.2,0.212,28.26%,0.0,0.0,1.594,0.0,0.0,0.0,1558.6,5.599999999999909,0.10000000000000142,True,False,True
19633,18424280,5008000,10/09/15,FE161,G3188-001-108,0:08,1,44.5,1.249,35.1,44.8,0.226,14.02%,0.0,0.0,1.63,0.0,0.0,0.0,1552.4,4.899999999999864,1.7999999999999972,True,False,True
19634,18424280,5008000,10/10/15,FE161,G3188-001-108,0:05,1,46.3,1.2229999999999999,36.3,46.7,0.23800000000000002,13.26%,0.0,0.0,1.5190000000000001,0.0,0.0,0.0,1557.3,4.899999999999864,1.7999999999999972,True,False,True
19644,18424280,5008000,10/09/15,FE171,G3188-001-108,0:08:09,1,26.9,1.305,52.7,64.6,0.302,15.44%,1.301,249.7,1.936,0.0,0.0,0.0,1552.5,15.799999999999955,0.5999999999999979,True,False,True
19645,18424280,5008000,10/10/15,FE171,G3188-001-108,0:09,1,26.3,1.28,53.7,66.1,0.307,14.92%,1.278,249.7,1.831,0.0,0.0,0.0,1568.3,15.799999999999955,0.5999999999999979,True,False,True
19764,18424280,5008000,10/08/15,FJ581,G3188-001-108,0:08,1,40.2,1.209,35.8,45.0,0.22399999999999998,15.14%,0.0,0.0,1.4769999999999999,0.0,0.0,0.0,1551.3,10.100000000000136,1.0,True,False,True
19765,18424280,5008000,12/23/15,FJ581,G3188-001-108,0:04:04,1,41.2,1.232,33.8,41.9,0.212,17.74%,0.0,0.0,1.568,0.0,0.0,0.0,1561.4,10.100000000000136,1.0,True,False,True
19800,18424280,5007000,10/08/15,FU140,G3188-001-108,0:8:4:4,1,44.3,1.291,32.7,41.6,0.21,14.00%,0.0,0.0,1.791,0.0,0.0,0.0,1549.9,7.2999999999999545,1.4000000000000057,True,False,True
19801,18424280,5007000,10/10/15,FU140,G3188-001-108,0:5:4:4,1,45.7,1.287,29.7,36.6,0.191,17.46%,0.0,0.0,1.766,0.0,0.0,0.0,1557.2,7.2999999999999545,1.4000000000000057,True,False,True
19879,18424280,5007000,10/08/15,FW160,G3188-001-108,0:08,1,40.4,1.29,38.1,48.8,0.239,13.00%,0.0,0.0,1.8090000000000002,0.0,0.0,0.0,1551.9,4.099999999999909,0.19999999999999574,True,False,True
19880,18424280,5007000,10/10/15,FW160,G3188-001-108,0:04,1,40.2,1.278,33.8,43.2,0.213,12.46%,0.0,0.0,1.75,0.0,0.0,0.0,1556.0,4.099999999999909,0.19999999999999574,True,False,True
20306,18427280,4989000,09/30/15,EW164,G3188-001-108,0:08,1,27.9,1.205,43.7,50.4,0.22899999999999998,24.38%,0.0,0.0,1.5759999999999998,0.0,0.0,0.0,1544.5,26.59999999999991,1.9000000000000021,True,False,True
20307,18427280,4989000,10/05/15,EW164,G3188-001-108,0:09,1,29.8,1.169,39.2,44.9,0.207,24.94%,1.163,243.0,1.406,0.0,0.0,0.0,1571.1,26.59999999999991,1.9000000000000021,True,False,True
20379,18427280,4989000,09/30/15,EX657,G3188-001-108,0:8:4:4,1,39.5,1.177,29.1,35.3,0.17,19.75%,0.0,0.0,1.396,0.0,0.0,0.0,1552.7,18.799999999999955,1.0,True,False,True
20380,18427280,4989000,10/05/15,EX657,G3188-001-108,0:04:04,1,40.5,1.138,26.6,32.1,0.156,20.41%,0.0,0.0,1.232,0.0,0.0,0.0,1571.5,18.799999999999955,1.0,True,False,True
21238,18427280,4989000,09/30/15,HM114,G3188-001-108,0:08:09,1,27.5,1.2,51.5,46.5,0.29100000000000004,38.41%,1.28,229.5,1.945,0.0,0.0,0.0,1550.7,5.7999999999999545,1.3999999999999986,True,False,True
21239,18427280,4989000,10/05/15,HM114,G3188-001-108,0:09,1,28.9,1.161,48.1,43.2,0.275,38.85%,1.236,228.0,1.7719999999999998,0.0,0.0,0.0,1556.5,5.7999999999999545,1.3999999999999986,True,False,True
21240,18427280,4989000,09/30/15,HM116,G3188-001-108,0:08:09,1,30.4,1.195,48.9,44.8,0.27699999999999997,38.49%,1.225,204.5,1.886,0.0,0.0,0.0,1550.5,17.200000000000045,1.3000000000000007,True,False,True
21241,18427280,4989000,10/05/15,HM116,G3188-001-108,0:09:04,1,31.7,1.155,44.8,40.3,0.253,39.98%,1.1840000000000002,201.4,1.712,0.0,0.0,0.0,1567.7,17.200000000000045,1.3000000000000007,True,False,True
20132,18427280,5084000,08/30/15,ET643,G3188-001-107,0:08,1,27.5,1.245,43.0,52.6,0.242,16.38%,0.0,0.0,1.656,0.0,0.0,0.0,1555.0,3.599999999999909,0.3999999999999986,True,False,True
20133,18427280,5084000,08/31/15,ET643,G3188-001-107,0:08,1,27.5,1.238,46.2,57.0,0.261,15.82%,0.0,0.0,1.6269999999999998,0.0,0.0,0.0,1551.4,3.599999999999909,0.3999999999999986,True,False,True
20134,18427280,5084000,09/01/15,ET643,G3188-001-107,0:08,1,27.2,1.244,43.1,50.0,0.237,23.56%,0.0,0.0,1.662,0.0,0.0,0.0,1553.8,3.599999999999909,0.3999999999999986,True,False,True
20135,18427280,5084000,09/01/15,ET643,G3188-001-107,0:08,1,27.4,1.238,43.7,51.3,0.24100000000000002,22.04%,0.0,0.0,1.6369999999999998,0.0,0.0,0.0,1552.1,3.599999999999909,0.3999999999999986,True,False,True
20136,18427280,5084000,09/01/15,ET643,G3188-001-107,0:08,1,27.1,1.251,43.6,51.2,0.24,21.89%,0.0,0.0,1.6869999999999998,0.0,0.0,0.0,1553.8,3.599999999999909,0.3999999999999986,True,False,True
20225,18427280,5084000,08/30/15,EV643,G3188-001-107,0:09,1,27.1,1.245,43.2,51.2,0.239,19.77%,1.239,245.0,1.709,0.0,0.0,0.0,1560.9,6.0,0.6000000000000014,True,False,True
20226,18427280,5084000,09/02/15,EV643,G3188-001-107,0:08:09,1,26.5,1.253,45.6,55.5,0.253,17.00%,1.2570000000000001,249.0,1.749,0.0,0.0,0.0,1554.9,6.0,0.6000000000000014,True,False,True
20934,18427280,5084000,08/30/15,HE143,G3188-001-107,0:09,1,27.0,1.26,47.5,57.2,0.27,17.31%,1.254,245.1,1.774,0.0,0.0,0.0,1561.4,10.0,0.1999999999999993,True,False,True
20935,18427280,5084000,09/02/15,HE143,G3188-001-107,0:08:09,1,26.8,1.266,49.9,60.8,0.285,16.18%,1.2670000000000001,245.7,1.8030000000000002,0.0,0.0,0.0,1551.4,10.0,0.1999999999999993,True,False,True
20944,18427280,5084000,08/30/15,HF590,G3188-001-107,0:08,1,29.8,1.246,44.3,53.5,0.256,17.35%,1.249,253.4,1.696,0.0,0.0,0.0,1553.6,3.5,0.0,True,False,True
20945,18427280,5084000,08/31/15,HF590,G3188-001-107,0:09,1,29.8,1.24,46.2,54.7,0.263,19.95%,1.237,248.0,1.675,0.0,0.0,0.0,1557.1,3.5,0.0,True,False,True
20954,18427280,5084000,08/30/15,HF602,G3188-001-107,0:09,1,28.2,1.254,42.6,50.1,0.24,20.40%,1.25,246.7,1.739,0.0,0.0,0.0,1563.1,26.799999999999955,0.3999999999999986,True,False,True
20955,18427280,5084000,09/02/15,HF602,G3188-001-107,0:08,1,27.8,1.26,47.1,57.3,0.268,16.83%,0.0,0.0,1.758,0.0,0.0,0.0,1536.3,26.799999999999955,0.3999999999999986,True,False,True
20144,18427280,5012000,09/29/15,EU091,G3188-001-108,0:08,1,34.6,1.206,36.7,45.4,0.214,16.87%,0.0,0.0,1.475,0.0,0.0,0.0,1553.8,1.2999999999999545,0.6000000000000014,True,False,True
20145,18427280,5012000,10/05/15,EU091,G3188-001-108,0:04,1,35.2,1.205,35.1,42.8,0.205,18.33%,0.0,0.0,1.4609999999999999,0.0,0.0,0.0,1555.1,1.2999999999999545,0.6000000000000014,True,False,True
20705,18427280,5012000,09/29/15,FW081,G3188-001-108,0:08,1,27.1,1.28,47.6,57.6,0.268,17.28%,1.2770000000000001,251.3,1.8430000000000002,0.0,0.0,0.0,1553.9,8.299999999999955,0.7000000000000028,True,False,True
